"selection1_name","selection1_Text_name","selection1_Heading","selection1_Data"
"","Кстати, актеры Джек Леммон и Тони Кертис и в жизни были закадычными друзьями. Наверное, поэтому между их персонажами чувствовалась такая сильная химия.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","7. Первой отснятой сценой стал эпизод отправки поезда из Чикаго. К сожалению, в распоряжении студии не было подходящих декораций для вокзала, поэтому пришлось обращаться за помощью к студии ""Metro Goldwyn Mayer"", у которой в распоряжении как раз была превосходная вокзальная декорация.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","8. Во время съемок фильма Мэрилин Монро переборщила со снотворным, из-за чего ее пришлось откачивать, а после отправить в стационар на две недели. Естественно, из-за этого съемки пришлось заморозить, пока актриса не выйдет из больницы.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","9. После сцены поцелуя Тони Кертиса и Мэрилин Монро, актер сказал, что целоваться с Монро - это то же самое, что целоватьсяс Адольфом Гитлером. После этого фраза настолько сильно растиражировалась, что даже ушла в народ. Но сам Кертис позднее говорил, что это чья-то шутка, и что он такого не говорил. Но было уже слишком поздно.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","10. Изначально планировалось, что главные герои будут носить обычные женские платья, приобретенные в магазине. Но ни одно из платьев не подошло актерам, так как все они сидели на них просто ужасно. Тогда специально для них были сшиты отдельные женские платья.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","11. Тони Кертис не смог озвучить своего персонажа, так как у него не получалось сделать свой голос достаточно высоким. А вот Джек Леммон самостоятельно озвучил своего героя, в том числе и в женском образе.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","12. После того как фильм наконец был отснят, Билли Уаилдер сказал, что никогда больше не свяжется с Мэрилин Монро. Также он добавил, что он слишком стар и богат, чтобы вновь позволить себе испытывать такой стресс.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","Тем не менее, он хорошо отзывался о Мэрилин Монро как о хорошей актрисе, но не более того.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","14. В Советский прокат фильм вышел под названием ""В джазе только девушки"", да и то лишь в 1966 году, то есть спустя 7 лет после выхода картины. На тот момент Мэрилин Монро уже не было в живых, так как она умерла в 1962 году.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","И кстати, данная лента стала единственной с участием Мэрилин Монро, которую показывали в СССР на больших экранах.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","15. Для того, чтобы лучше вжиться в роль, Джек Леммон решил, что они с Кертисом должны посещать женский туалет на студии в своих образах. Правда, из этого ничего не вышло, так как в туалете их все узнавали. Тем не менее,","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","Также, актерам наняли хореографа, которая должна была научить их правильно ходить на каблуках. Но после многих дней обучения, актеры так не смогли научиться это нормально делать. Поэтому все сошлись на том, что они будут играть как есть.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","16. При бюджете в 2,9 миллиона долларов фильм заработал в прокате 25 миллионов, что было несомненным успехом.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","Самый же большой гонорар получила конечно же Мэрилин Монро. По условиям контракта она получила 300 тысяч долларов + 10% от кассовых сборов. А вот Тони Кертис и Джек Леммон заработали по 100 тысяч долларов + 5% с кассовых сборов.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","16. Актерам Джеку Леммону и Тони Кертису приходилось приезжать в 5.30 утра на съемочную площадку, чтобы их успели загримировать к началу съемок.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","17. Актерам было жутко неудобно ходить в туфлях на каблуках, тем более, что во время съемок их ноги сильно натирались. Поэтому в перерыве между съемками Тони Кертис и Джек Леммон опускали свои ноги в ведра со льдом, чтобы почувствовать хоть какое-то облегчение.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","18. Несмотря на то, что в наше время фильм ""В джазе только девушки"" является культовой комедией и входит во всеразличные топы лучших комедий за всю историю кино, на ее счету всего одна статуэтка ""Оскар"", и та за ""Лучшие костюмы"".","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","19. Специально для съемок в фильме ""В джазе только девушки"" Тони Кертису и Джеку Леммону пришлось освоить игру на контрабасе и саксофоне.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","20. Советская цензура вырезала из фильма многие сцены общей продолжительностью примерно в 25 минут. Поэтому советские зрители увидели неполную версию фильма. Впервые зрители России могли увидеть полную версию фильма по телевизору уже в 90-е годы. Но стоит отметить, что ничего особо важного для сюжета в вырезанных сценах не было.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","21. Изначально финал фильма должен был быть совершенно другим, но в ходе разговора с Уаилдером продюсер Даймонд Доан Харрисон произнес фразу ""У всех свои недостатки"". И эта фраза настолько понравилась режиссеру, что он решил, что она непременно должна прозвучать в самом финале фильма.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","22. После предварительного показа фильма ""В джазе только девушки"" продюсеры фильма сказали режиссеру, что он должен вырезать часть сцен, так как хорошая комедия не должна идти более 1,5 часов, тогда как сам фильм длился аж 2 часа.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","Уаилдер согласился вырезать часть сцен, но на самом деле он избавился лишь от одной из них, которая длилась меньше минуты.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","Естественно, чтобы получить максимальное удовольствие от просмотра фильмов, нужно смотреть его на качественном телевизоре. Поэтому, я бы рекомендовал вам присмотреться к телевизору Samsung UE50AU7500UXCE. Благодаря технологии PurColor, вы не просто будете смотреть кино, а сможете ощутить себя участником событий, происходящих на экране. А интеллектуальный апскейлинг до 4K позволит вам смотреть контент с низким разрешением в сверхчетком высоком разрешении 4K.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","Ставьте лайк и подписывайтесь на канал, чтобы не пропустить выхода новых статей. Спасибо за просмотр.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","Также, рекомендую вам почитать о съемках культового фильма ""Унесенные ветром"". Уверен, что вам понравится.","Как снимали фильм ""В джазе только девушки"": кадры со съемок и 22 интересных факта о фильме","7 марта"
"","А Вы не задумывались, почему 30% человечества не ест свининку вообще? И это не только евреи и мусульмане, но и индусы, христианские секты, спортсмены и молодые красавицы. Табу на свинину тем более странно, что это первое в мире мясо, которые люди стали есть на первобытный обед.","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","Ели все!","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","В древнейшем городе человечества Гёбекли́-Тепе́ археологи нашли рисунки охоты на кабанов. 12 000 лет назад люди додумались не только убивать диких свинок, но и разводить. Так появились домашние поросята. И разводить свиней человечеству понравилось. Эти мясные животные быстро растут, из одной свиноматки рождается толпа, выпаса свинья не требует, разводить ее дешевле быка.","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","На 8 тысяч лет свинина стала мегапопулярной в Древней мире, ели все. А то, что свинья питалась отбросами, помогало бороться с мусором в первых городах и зарабатывать на отходах. В Вавилоне за похищение свиньи карали смертью, в Древнем Египте приносили в жертвы богам, даже боги встречались с лицом свинюшки.","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","Но археологи обнаружили, что 4000 лет назад свиные кости стали исчезать. В Иудее и Южной Европе их доля в костях домашнего скота упала до 20%. Почему?","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","И наелись!","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","Дело в том, что по мере насыщения человечества едой, быстропроизводимость свинины стала не актуальна. А разделение людей на богатых и бедных разделило продукты питания. Как средства роскоши, дома и одежду. Богатые стали брезговать свиньей, поедающей мусор, свинина стала считаться пищей бедняков, они позволить себе дорогих овец и и быков не могли. Священность свиньи исчезла - хетты и египтяне запретили свиней пускать в храмы.","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","Были еще причины. В Древнем мире росла торговля, но свинина в отличие от травоядных не давала вторичных продуктов - молока и шерсти, только мясо и сало. Растить и продавать свинину сталоневыгодно. Плюс неконтролируемое размножение свиней не позволяло царям обложить народ налогом.","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","Третья причина исчезновения свиньи - курица. После одомашнивания птиц, курицы дающие мясо и яйца, законкурировали с поросятами по скорости размножения и роста в огородах бедняков. Но все это пока не объясняет нам запрет свинины у евреев и мусульман.","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","Запрет на обед","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","Сначала евреи ничем не отличались от других, в железном веке в Израиле ели свинину все, потом как и все, богатые иудеи стали брезговать. Запрет появился только через тысячи лет, когда Вавилон завоевал Израиль в 586 году до н.э., иудейские законы запретили есть свинину как отличительный знак оккупантов.","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","Далее во время македонского и римского владычества оккупанты использовали свиней, чтобы осквернить иудейскую веру. И когда Антиох IV в 160 году до н.э. осквернил Иерусалимский храм зарезав на алтаре поросенка, запрет свинины стал вопросом еврейской веры.","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","Что касается мусульман, то запретить свинину им было легче всего. Потому что первобытные племена Саудовской Аравии свинину не размножали и не ели. Ведь кочевым племенам не подходит скот, который не годится для дальних переходов, не пасется сам в степи, а требует свинофермы. Вот свиней там и не было.","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","А когда появился ислам, запрет на свинину стал для мусульман отличительным знаков от врагов-христиан. Мы сталкиваемся с этим в исламских книгах, где авторы с презрением пишут о христианах, о врага - крестоносцах поедающих свинину.","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","Что грязная не знали","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","Мифом является утверждение, что ислам и иудаизм запретили свинину, потому что она грязная и приносит болезни, ожирение. В Древнем мире, когда религии появились, никто не знал об этом, а войны и рабство держало людей в отличной форме и без диет. Единственное обоснование запрета в Торе - это то, что свинья не жует жвачку (не ест траву).","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","А в Коране свинина с одной стороны запрещена, а с другой нет: ""Он только запретил вам есть падаль, кровь, свиней и все, что заколото во имя кого бы то ни было, кроме Аллаха. Но если кто-то вынужден по необходимости - он не будет грешным"".","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","Лишь в 12 веке врач исламского султана Салах ад-Дина впервые написал, что ""свиней нельзя есть, потому что они грязные, в них много жира и это может вызвать загустение крови, повредить уму"". И только в 19 веке ученые открыли, что недоваренная свинка может вызвать болезнь - трихинеллез. Такая вот поросячья история , друзья!","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","Благодарен за подписку/лайк 👍 Группа Вконтакте | Одноклассники","Почему евреи и мусульмане не едят свинину?","30 ноября 2023"
"","Я из тех, кто уже больше 10 лет не покупает смартфоны в магазине по месту жительства или во всяком случае избегает этого. И причина тому не столько в моих знаниях о рынке, позволяющих выбрать подходящую модель без помощи посторонних людей, сколько в неудобствах, которые доставляет сам процесс похода в салон связи. Поэтому я хочу поделиться своим мнением и личным опытом покупки смартфона в магазине, чтобы вы взвесили все за и против, определив для себя, где лучше приобретать новые устройства.","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Покупка смартфона в магазине","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Для человека, который не сильно разбирается в технике, покупка смартфона в магазине — это целое событие, заставляющее тратить много свободного времени. Нужно собраться и обойти несколько точек, чтобы сравнить предложения разных магазинов и выбрать подходящую модель, а еще необходимо подстроиться под график работы каждого салона связи.","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","⚡ Подпишись на AndroidInsider в Telegram, чтобы знать обо всех новинках смартфонов","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","В самом магазине процесс покупки смартфона занимает минимум 10-20 минут, даже если вам уже приглянулась какая-то модель, да и цена полностью устраивает. Крутишь устройство в руке, ждешь, пока вынесут запечатанный товар, стоишь на кассе, чтобы оплатить покупку — все это требует времени, хотя в интернет-магазине достаточно нажать одну кнопку. Ну а для поиска и выбора подходящего устройства не обязательно тратить все выходные: хватит одного вечера после работы.","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Ассортимент смартфонов в магазине","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Покупка смартфона в магазине по месту жительства хороша тем, что ты сразу получаешь товар, а не ждешь доставку. Это очень удобно, если требуется срочно достать устройство в случае поломки старого. Несколько лет назад я оказался в подобной ситуации и рассчитывал быстро купить новый смартфон, поскольку уже знал, какая модель мне нужна. Однако все мои планы нарушило отсутствие нужного устройства на прилавке.","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","🔥 Ищи редкие смартфоны и крутые гаджеты в телеграм-канале Сундук Али-Бабы","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Чтобы найти смартфон, мне пришлось обойти несколько магазинов, и этот поиск был отнюдь не самым приятным занятием, учитывая то, сколько времени пришлось потратить на перемещение между разными точками. Конечно, мой случай не самый распространенный, и обычно люди не ищут конкретную модель, когда идут за новым устройством, однако стоит учитывать, что из-за скудного по сравнению с интернет-площадками ассортимента вам вряд ли удастся найти оптимальный смартфон под свои нужды.","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Стоимость смартфонов в России","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Главный недостаток покупки смартфона в магазине — цена. Вследствие причин, описанных в отдельном материале, она может быть в 2 раза выше, чем при заказе устройства через интернет. Для примера сравним стоимость Redmi Note 13 Pro+ на разных площадках:","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","в магазине по месту жительства (DNS) — от 43 000 ₽;","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","в интернете с доставкой из России (Яндекс Маркет) — от 32 000 ₽;","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","в интернете с доставкой из Китая (AliExpress) — от 27 000 ₽.","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Разница довольно большая, учитывая тот факт, что для покупателя, по сути, она обусловлена только сроком получения товара. Хочешь устройство как можно быстрее — плати больше, можешь подождать 2-3 недели — экономь, заказывая смартфон из Китая.","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Что делают консультанты в магазине","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Иногда в магазинах электроники по месту жительства бывают хорошие скидки, нивелирующие разницу в цене. Но от похода туда меня отталкивает необходимость общения с консультантами, которые призваны помочь с выбором, но на практике просто мешают, пытаясь доказать свою полезность.","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","❗ Поделись своим мнением или задай вопрос в нашем телеграм-чате","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","С одной стороны, наличие таких сотрудников является большим плюсом для человека, особо не разбирающегося в смартфонах. С другой — из-за постоянной текучки кадров по уровню осведомленности консультанты зачастую и сами недалеки от рядовых покупателей, а порой ими движет необходимость продвинуть товар бренда, с которым у крупной торговой сети заключено партнерское соглашение.","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Дополнительные услуги при покупке смартфона","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Также покупка смартфона в магазине связана с кучей дополнительных услуг, которые вам пытаются навязать разными способами. Например, стоимость устройства обещает быть на 1 тысячу ниже, если вы купите комплект аксессуаров на полторы.","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Для консультантов навязывание услуг — это звездный час, позволяющий проявить свои риторические способности и получить прибавку к зарплате путем убеждения покупателя оформить расширенную гарантию или, допустим, купить и установить защитное стекло на экран.","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Как вас разводят на деньги продавцы смартфонов","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Несколько лет назад я почувствовал это на собственной шкуре, когда поинтересовался, почему при оплате полной стоимости смартфона на кассе у меня попросили паспорт. Оказалось, продавец хотел оформить SIM-карту на мое имя и после отказа сделал кислую мину, словно я не принес доход магазину своей покупкой, а оказался жалким скупердяем, лишившим надбавки обладателя корпоративной премии «Лучший продавец 2020».","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Где лучше покупать смартфоны","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Поскольку опыт каждого человека уникален, я не в праве раздавать рекомендации относительно того, где нужно и не нужно покупать смартфоны. Но для себя я сделал однозначный вывод и на протяжении последних лет пользуюсь исключительно интернет-площадками.","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","👉 Читай наши лучшие материалы в Дзене","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Современные смартфоны очень похожи друг на друга, поэтому их не обязательно держать в руке перед покупкой, а информации о характеристиках и имени бренда вполне достаточно, чтобы сделать правильный выбор и не прогадать. Согласны?","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","Почему я не покупаю смартфоны в магазинах электроники и салонах связи","13 мая"
"","Швеция похожа на большой и красочный парк аттракционов. Эдакая скандинавская сказка, в которой ее персонажи ведут почти райскую жизнь. Страна на протяжении нескольких десятков лет устойчиво входит во всевозможные ТОПы самых-самых государств Европы. И продолжительность жизни в Швеции высокая, и уровень ВВП приличный, и пенсионная система идеальная.","Изнанка шведского счастья","17 мая"
"","Но как в парке аттракционов за красочными декорациями скрываются моторы и шестеренки, грязные, шумные, порой проржавевшие, так и за видимостью спокойного и привольного существования в Швеции кроется изнанка ее жизни. Не всегда понятная, странная и даже в чем-то нелепая.","Изнанка шведского счастья","17 мая"
"","Главные в Скандинавии","Изнанка шведского счастья","17 мая"
"","Начать стоит с национального самосознания. Шведы уверены, что их страна — это и есть сердце Скандинавии, вобравшее в себя все лучшие качества народов Северной Европы. Норвежцы прямолинейны и незамысловаты. Датчане — веселы и беззаботны. Финны — угрюмы и молчаливы, и только укусы комаров способны заставить их совершать какие-либо движения. Исландцы ворчливы и капризны. А вот шведы обладают искренностью норвежцев, веселым нравом датчан, глубокомысленностью финнов (которые вообще-то и не скандинавы вовсе) и самокритичностью исландцев.","Изнанка шведского счастья","17 мая"
"","И эта уверенность в собственном превосходстве часто поражает иностранцев. Шведы могут часами читать незнакомцу лекции о своей стране и шведском благополучии, сравнивая себя с другими народами. Причем делают это глубоко и обстоятельно, открывая на смартфоне средневековые карты Меркатора, который как-то в порыве великодушия изобразил Швецию размером с целую Африку.","Изнанка шведского счастья","17 мая"
"","Такое поведение не вяжется со стереотипом о холодности и отстраненности шведов. Но это именно что стереотип. Они действительно неохотно пускают чужаков в свою жизнь, зато сами всюду и везде готовы выступать в роли европейских просветителей.","Изнанка шведского счастья","17 мая"
"","И это самосознание, граничащее с тщеславием, как-то странно уживается с показным пренебрежением к государственной символике. Проявление патриотических чувств других народов к своему флагу шведы встречают снисходительной улыбкой. И это при том, что Швеция — одна из самых флаголюбивых стран мира. Их желтый крест на голубом фоне красуется повсюду — начиная от флагштоков в садах и заканчивая ветками рождественских елок. Но при этом национальный флаг для шведов — это всего лишь кусок ткани, эдакий обязательный фон их жизни. Он не напоминает им о ратных победах, подвигах и славе и не мотивирует к свершениям. Он просто есть.","Изнанка шведского счастья","17 мая"
"","Умеренность и уступчивость","Изнанка шведского счастья","17 мая"
"","Людям, погружающимся в шведскую культуру, знакомо слово lagom, определяющее образ жизни шведов. Когда-то давно славные викинги в перерывах между набегами садились у костра и предавались утехам с рогом хмельного меда. Он передавался из рук в руки, и каждый из воинов отхлебывал из него по чуть-чуть, чтобы хватило всем. Эта пирушка с питьём «в растяжку» получила название laget, а позже трансформировалось в lagom, что в шведском языке означает «довольно» или «умеренно».","Изнанка шведского счастья","17 мая"
"","Теперь это понятие пронизывает всю шведскую жизнь и препятствует демонстрации индивидуального превосходства. Всего в жизни должно быть в меру, убеждены шведы. Поэтому у них любое проявление личного богатства вызывает скептическую ухмылку. А еще грешнее быть при этом знаменитым и выделяться заслугами перед обществом.","Изнанка шведского счастья","17 мая"
"","С умеренностью у шведов граничит уступчивость, которой они тоже очень гордятся. Предки шведов викинги были ребятами конфликтными и ввязывались в любую заварушку, а вот современная Швеция уже два столетия не участвует в военных конфликтах, предпочитая обходить и сглаживать острые углы. Из-за этого другие народы не особо любят шведов. Финны припоминают им наполеоновские войны, когда Швеция сдала России Финляндию, бывшую когда-то их колонией. Норвежцы клокочут от ярости, вспоминая Вторую мировую войну, когда нейтральная Швеция уступила давлению Гитлера и пропустила через свою территорию войска вермахта, оказав тем самым помощь в оккупации Норвегии. А эстонцы и латыши не могут простить Швеции согласие на выдачу СССР беглых прибалтов.","Изнанка шведского счастья","17 мая"
